CEST;NCM/SH;Segmento CEST;Item;Descrição CEST;Anexo XXVII
21.070.00;8528.7;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;70.0;Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de LCD (Display de Cristal Líquido);
21.071.00;8528.7;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;71.0;Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de Plasma;
21.072.00;8528.7;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;72.0;Outros aparelhos receptores de televisão não dotados de monitores ou display de vídeo;
21.073.00;8528.7;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;73.0;Outros aparelhos receptores de televisão não relacionados nos CEST 21.069.00, 21.070.00, 21.071.00 e 21.072.00;
21.074.00;9006.59;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;74.0;Câmeras fotográficas dos tipos utilizadas para preparação de clichês ou cilindros de impressão;
21.075.00;9006.40.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;75.0;Câmeras fotográficas para filmes de revelação e copiagem instantâneas;
21.076.00;9018.90.50;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;76.0;Aparelhos de diatermia;
21.077.00;9019.10.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;77.0;Aparelhos de massagem;
21.078.00;9032.89.11;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;78.0;Reguladores de voltagem eletrônicos;
21.079.00;9504.50.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;79.0;Consoles e máquinas de jogos de vídeo, exceto os classificados na subposição 9504.30;
21.080.00;8517.62.1;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;80.0;Multiplexadores e concentradores;
21.081.00;8517.62.22;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;81.0;Centrais automáticas privadas, de capacidade inferior ou igual a 25 ramais;
21.082.00;8517.62.39;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;82.0;Outros aparelhos para comutação;
21.083.00;8517.62.4;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;83.0;Roteadores digitais, em redes com ou sem fio;
21.084.00;8517.62.62;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;84.0;Aparelhos emissores com receptor incorporado de sistema troncalizado (“trunking”), de tecnologia celular;
21.085.00;8517.62.9;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;85.0;Outros aparelhos de recepção, conversão e transmissão ou regeneração de voz, imagens ou outros dados, incluindo os aparelhos de comutação e roteamento;
21.086.00;8517.70.21;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;86.0;Antenas próprias para telefones celulares portáteis, exceto as telescópicas;
21.087.00;8214.90;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;87.0;Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes;
21.087.00;8510;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;87.0;Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes;
21.088.00;8414.5;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;88.0;Ventiladores, exceto os de uso agrícola;
21.089.00;8414.59.90;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;89.0;Ventiladores de uso agrícola;
21.090.00;8414.60.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;90.0;Coifas com dimensão horizontal máxima não superior a 120 cm;
21.091.00;8414.90.20;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;91.0;Partes de ventiladores ou coifas aspirantes;
21.092.00;8415.10;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;92.0;Máquinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluídos as máquinas e aparelhos em que a umidade não seja regulável separadamente;
21.092.00;8415.8;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;92.0;Máquinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluídos as máquinas e aparelhos em que a umidade não seja regulável separadamente;
21.093.00;8415.10.11;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;93.0;Aparelhos de ar-condicionado tipo Split System (sistema com elementos separados) com unidade externa e interna;
21.094.00;8415.10.19;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;94.0;Aparelhos de ar-condicionado com capacidade inferior ou igual a 30.000 frigorias/hora;
21.095.00;8415.10.90;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;95.0;Aparelhos de ar-condicionado com capacidade acima de 30.000 frigorias/hora;
21.096.00;8415.90.10;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;96.0;Unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora;
21.097.00;8415.90.20;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;97.0;Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora;
21.098.00;8421.21.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;98.0;Aparelhos elétricos para filtrar ou depurar água (purificadores de água refrigerados), exceto os itens classificados no CEST 21.098.01;
21.098.01;8421.21.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;98.1;Outros aparelhos elétricos para filtrar ou depurar água;
21.099.00;8424.30.10;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;99.0;Lavadora de alta pressão e suas partes;
21.099.00;8424.30.90;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;99.0;Lavadora de alta pressão e suas partes;
21.099.00;8424.90.90;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;99.0;Lavadora de alta pressão e suas partes;
21.100.00;8467.21.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;100.0;Furadeiras elétricas;
21.101.00;8516.2;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;101.0;Aparelhos elétricos para aquecimento de ambientes;
21.102.00;8516.31.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;102.0;Secadores de cabelo;
21.103.00;8516.32.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;103.0;Outros aparelhos para arranjos do cabelo;
21.104.00;8527;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;104.0;Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, exceto os classificados na posição 8527.1, 8527.2 e 8527.9 que sejam de uso automotivo;
21.105.00;8479.60.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;105.0;Climatizadores de ar;
21.106.00;8415.90.90;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;106.0;Outras partes para máquinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluindo as máquinas e aparelhos em que a umidade não seja regulável separadamente;
21.107.00;8525.80.19;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;107.0;Câmeras de televisão e suas partes;
21.108.00;8423.10.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;108.0;Balanças de uso doméstico;
21.109.00;8540;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;109.0;Tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão);
21.110.00;8517;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;110.0;"Aparelhos elétricos para telefonia; outros aparelhos para transmissão ou recepção de voz, imagens ou outros dados, incluídos os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (WAN), incluídas suas partes, exceto os de uso automotivo e os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53";
21.111.00;8517;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;111.0;Interfones, seus acessórios, tomadas e “plugs”;
21.112.00;8529;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;112.0;"Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528; exceto as de uso automotivo";
21.113.00;8531;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;113.0;"Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, quadros indicadores, aparelhos de alarme para proteção contra roubo ou incêndio); exceto os de uso automotivo e os classificados nas posições 8531.10 e 8531.80.00.";
21.114.00;8531.10;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;114.0;Aparelhos elétricos de alarme, para proteção contra roubo ou incêndio e aparelhos semelhantes, exceto os de uso automotivo;
21.115.00;8531.80.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;115.0;Outros aparelhos de sinalização acústica ou visual, exceto os de uso automotivo;
21.116.00;8534.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;116.0;Circuitos impressos, exceto os de uso automotivo;
21.117.00;8541.40.11;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;117.0;Diodos emissores de luz (LED), exceto diodos “laser”;
21.117.00;8541.40.21;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;117.0;Diodos emissores de luz (LED), exceto diodos “laser”;
21.117.00;8541.40.22;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;117.0;Diodos emissores de luz (LED), exceto diodos “laser”;
21.118.00;8543.70.92;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;118.0;Eletrificadores de cercas eletrônicos;
21.119.00;9030.3;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;119.0;"Aparelhos e instrumentos para medida ou controle da tensão, intensidade, resistência ou da potência, sem dispositivo registrador; exceto os de uso automotivo";
21.120.00;9030.89;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;120.0;Analisadores lógicos de circuitos digitais, de espectro de frequência, frequencímetros, fasímetros, e outros instrumentos e aparelhos de controle de grandezas elétricas e detecção;
21.121.00;9107.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;121.0;Interruptores horários e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de maquinismo de aparelhos de relojoaria ou de motor síncrono;
21.122.00;9405;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;122.0;"Aparelhos de iluminação (incluídos os projetores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes, contendo uma fonte luminosa fixa permanente, e suas partes não especificadas nem compreendidas em outras posições, com exceção dos itens classificados nos CEST 21.123.00, 21.124.00 e 21.125.00";
21.123.00;9405.10;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;123;"Lustres e outros aparelhos elétricos de iluminação, próprios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na iluminação pública; e suas partes";
21.123.00;9405.9;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;123;"Lustres e outros aparelhos elétricos de iluminação, próprios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na iluminação pública; e suas partes";
21.124.00;9405.20.00;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;124;Abajures de cabeceiras, de escritório e lampadários de interior, elétricos e suas partes;
21.124.00;9405.9;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;124;Abajures de cabeceiras, de escritório e lampadários de interior, elétricos e suas partes;
21.125.00;9405.40;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;125;Outros aparelhos elétricos de iluminação e suas partes;
21.125.00;9405.9;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;125;Outros aparelhos elétricos de iluminação e suas partes;
21.126.00;8542.31.90;21. Produtos eletrônicos, eletroeletrônicos e eletrodomésticos;126;Microprocessador;
22.001.00;2309;22. Rações para animais domésticos;1.0;Ração tipo “pet” para animais domésticos;
23.001.00;2105.00;23. Sorvetes e preparados para fabricação de sorvetes em máquinas;1.0;Sorvetes de qualquer espécie;
23.002.00;1806;23. Sorvetes e preparados para fabricação de sorvetes em máquinas;2.0;Preparados para fabricação de sorvete em máquina;
23.002.00;1901;23. Sorvetes e preparados para fabricação de sorvetes em máquinas;2.0;Preparados para fabricação de sorvete em máquina;
23.002.00;2106;23. Sorvetes e preparados para fabricação de sorvetes em máquinas;2.0;Preparados para fabricação de sorvete em máquina;
24.001.00;3208;24. Tintas e vernizes;1.0;Tintas, vernizes;
24.001.00;3209;24. Tintas e vernizes;1.0;Tintas, vernizes;
24.001.00;3210.00;24. Tintas e vernizes;1.0;Tintas, vernizes;
24.002.00;2821;24. Tintas e vernizes;2.0;Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19;
24.002.00;3206;24. Tintas e vernizes;2.0;Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19;
24.002.00;3204.17.00;24. Tintas e vernizes;2.0;Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19;
24.003.00;3204;24. Tintas e vernizes;3.0;Corantes para aplicação em bases, tintas e vernizes;
24.003.00;3206;24. Tintas e vernizes;3.0;Corantes para aplicação em bases, tintas e vernizes;
24.003.00;3212;24. Tintas e vernizes;3.0;Corantes para aplicação em bases, tintas e vernizes;
24.003.00;3205.00.00;24. Tintas e vernizes;3.0;Corantes para aplicação em bases, tintas e vernizes;
25.001.00;8702.10.00;25. Veículos automotores;1.0;Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor de pistão, de ignição por compressão (diesel ou semidiesel), com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³;
25.002.00;8702.40.90;25. Veículos automotores;2.0;Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor elétrico para propulsão, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³;
25.003.00;8703.21.00;25. Veículos automotores;3.0;Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada não superior a 1000 cm³;
25.004.00;8703.22.10;25. Veículos automotores;4.0;Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular;
25.005.00;8703.22.90;25. Veículos automotores;5.0;Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, exceto carro celular;
25.006.00;8703.23.10;25. Veículos automotores;6.0;Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida;
25.007.00;8703.23.90;25. Veículos automotores;7.0;Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida;
25.008.00;8703.24.10;25. Veículos automotores;8.0;Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida;
25.009.00;8703.24.90;25. Veículos automotores;9.0;Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida;
25.010.00;8703.32.10;25. Veículos automotores;10.0;Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto ambulância, carro celular e carro funerário;
25.011.00;8703.32.90;25. Veículos automotores;11.0;Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, exceto ambulância, carro celular e carro funerário;
25.012.00;8703.33.10;25. Veículos automotores;12.0;Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular e carro funerário;
25.013.00;8703.33.90;25. Veículos automotores;13.0;Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, exceto carro celular e carro funerário;
25.014.00;8704.21.10;25. Veículos automotores;14.0;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, chassis com motor diesel ou semidiesel e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;
25.015.00;8704.21.20;25. Veículos automotores;15.0;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;
25.016.00;8704.21.30;25. Veículos automotores;16.0;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos, com motor diesel ou semidiesel, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;
25.017.00;8704.21.90;25. Veículos automotores;17.0;Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas;
25.018.00;8704.31.10;25. Veículos automotores;18.0;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, chassis e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;
25.019.00;8704.31.20;25. Veículos automotores;19.0;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor explosão com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;
25.020.00;8704.31.30;25. Veículos automotores;20.0;Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos com motor explosão, exceto caminhão de peso em carga máxima superior a 3,9 toneladas;
25.021.00;8704.31.90;25. Veículos automotores;21.0;Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas;
25.022.00;8702.20.00;25. Veículos automotores;22.0;Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão, de ignição por compressão (diesel ou semidiesel) e um motor elétrico, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³;
25.023.00;8702.30.00;25. Veículos automotores;23.0;Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão alternativo, de ignição por centelha (faísca) e um motor elétrico, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³;
25.024.00;8702.90.00;25. Veículos automotores;24.0;Outros veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³;
25.025.00;8703.40.00;25. Veículos automotores;25.0;Automóveis equipados para propulsão, simultaneamente, com um motor de pistão alternativo de ignição por centelha (faísca*) e um motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, o carro celular e o carro funerário;
25.026.00;8703.50.00;25. Veículos automotores;26.0;Automóveis equipados para propulsão, simultaneamente, com um motor de pistão por compressão (diesel ou semidiesel) e um motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário;
25.027.00;8703.60.00;25. Veículos automotores;27.0;Automóveis equipados para propulsão, simultaneamente, com um motor de pistão alternativo de ignição por centelha (faísca*) e um motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário;
25.028.00;8703.70.00;25. Veículos automotores;28.0;Automóveis equipados para propulsão, simultaneamente, com um motor de pistão por compressão (diesel ou semidiesel) e um motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário;
25.029.00;8703.80.00;25. Veículos automotores;29.0;Outros veículos, equipados unicamente com motor elétrico para propulsão;
26.001.00;8711;26. Veículos de duas e três rodas motorizados;1.0;"Motocicletas (incluídos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral; carros laterais";
28.001.00;3303.00.10;28. Venda de mercadorias pelo sistema porta a porta;1.0;Perfumes (extratos);
28.002.00;3303.00.20;28. Venda de mercadorias pelo sistema porta a porta;2.0;Águas-de-colônia;
28.003.00;3304.10.00;28. Venda de mercadorias pelo sistema porta a porta;3.0;Produtos de maquiagem para os lábios;
28.004.00;3304.20.10;28. Venda de mercadorias pelo sistema porta a porta;4.0;Sombra, delineador, lápis para sobrancelhas e rímel;
28.005.00;3304.20.90;28. Venda de mercadorias pelo sistema porta a porta;5.0;Outros produtos de maquiagem para os olhos;
28.006.00;3304.30.00;28. Venda de mercadorias pelo sistema porta a porta;6.0;Preparações para manicuros e pedicuros;
28.007.00;3304.91.00;28. Venda de mercadorias pelo sistema porta a porta;7.0;Pós para maquiagem, incluindo os compactos;
28.008.00;3304.99.10;28. Venda de mercadorias pelo sistema porta a porta;8.0;Cremes de beleza, cremes nutritivos e loções tônicas;
28.009.00;3304.99.90;28. Venda de mercadorias pelo sistema porta a porta;9.0;Outros produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações antissolares e os bronzeadores;
28.010.00;3304.99.90;28. Venda de mercadorias pelo sistema porta a porta;10.0;Preparações antissolares e os bronzeadores;
28.011.00;3305.10.00;28. Venda de mercadorias pelo sistema porta a porta;11.0;Xampus para o cabelo;
28.012.00;3305.20.00;28. Venda de mercadorias pelo sistema porta a porta;12.0;Preparações para ondulação ou alisamento, permanentes, dos cabelos;
28.013.00;3305.90.00;28. Venda de mercadorias pelo sistema porta a porta;13.0;Outras preparações capilares;
28.014.00;3305.90.00;28. Venda de mercadorias pelo sistema porta a porta;14.0;Tintura para o cabelo;
28.015.00;3307.10.00;28. Venda de mercadorias pelo sistema porta a porta;15.0;Preparações para barbear (antes, durante ou após);
28.016.00;3307.20.10;28. Venda de mercadorias pelo sistema porta a porta;16.0;Desodorantes corporais e antiperspirantes, líquidos;
28.016.01;3307.20.10;28. Venda de mercadorias pelo sistema porta a porta;16.1;Loções e óleos desodorantes hidratantes líquidos;
28.016.02;3307.20.10;28. Venda de mercadorias pelo sistema porta a porta;16.2;Antiperspirantes líquidos;
28.017.00;3307.20.90;28. Venda de mercadorias pelo sistema porta a porta;17.0;Outros desodorantes corporais e antiperspirantes;
28.017.01;3307.20.90;28. Venda de mercadorias pelo sistema porta a porta;17.1;Outras loções e óleos desodorantes hidratantes;
28.017.02;3307.20.90;28. Venda de mercadorias pelo sistema porta a porta;17.2;Outros antiperspirantes;
28.018.00;3307.90.00;28. Venda de mercadorias pelo sistema porta a porta;18.0;Outros produtos de perfumaria ou de toucador preparados;
28.019.00;3307.90.00;28. Venda de mercadorias pelo sistema porta a porta;19.0;Outras preparações cosméticas;
28.020.00;3401.11.90;28. Venda de mercadorias pelo sistema porta a porta;20.0;Sabões de toucador em barras, pedaços ou figuras moldados, exceto CEST 28.020.01;
28.020.01;3401.11.90;28. Venda de mercadorias pelo sistema porta a porta;20.1;Lenços umedecidos;
28.021.00;3401.19.00;28. Venda de mercadorias pelo sistema porta a porta;21.0;Outros sabões, produtos e preparações orgânicos tensoativos, inclusive papel, pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes;
28.021.01;3401.11.90;28. Venda de mercadorias pelo sistema porta a porta;20.1;Lenços umedecidos;
28.022.00;3401.20.10;28. Venda de mercadorias pelo sistema porta a porta;22.0;Sabões de toucador sob outras formas;
28.023.00;3401.30.00;28. Venda de mercadorias pelo sistema porta a porta;23.0;Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão;
28.024.00;4818.20.00;28. Venda de mercadorias pelo sistema porta a porta;24.0;Lenços de papel, incluindo os de desmaquiar;
28.024.01;4818.20.00;28. Venda de mercadorias pelo sistema porta a porta;24.1;Toalhas de mão;
28.025.00;8214.10.00;28. Venda de mercadorias pelo sistema porta a porta;25.0;Apontadores de lápis para maquiagem;
28.025.01;8214.10.00;28. Venda de mercadorias pelo sistema porta a porta;25.1;Espátulas, abre-cartas e raspadeiras;
28.025.02;8214.10.00;28. Venda de mercadorias pelo sistema porta a porta;25.2;Lâminas de espátulas, de abre-cartas, de raspadeiras e de apontadores de lápis;
28.026.00;8214.20.00;28. Venda de mercadorias pelo sistema porta a porta;26.0;Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas);
28.027.00;9603.29.00;28. Venda de mercadorias pelo sistema porta a porta;27.0;Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas;
28.027.01;9603.29.00;28. Venda de mercadorias pelo sistema porta a porta;27.1;"Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura; rodos de borracha ou de matérias flexíveis semelhantes, outros";
28.028.00;9603.30.00;28. Venda de mercadorias pelo sistema porta a porta;28.0;Pincéis para aplicação de produtos cosméticos;
28.028.01;9603.30.00;28. Venda de mercadorias pelo sistema porta a porta;28.1;Pincéis e escovas, para artistas e pincéis de escrever;
28.029.00;9616.10.00;28. Venda de mercadorias pelo sistema porta a porta;29.0;Vaporizadores de toucador, suas armações e cabeças de armações;
28.030.00;9616.20.00;28. Venda de mercadorias pelo sistema porta a porta;30.0;Borlas ou esponjas para pós ou para aplicação de outros cosméticos ou de produtos de toucador;
28.031.00;4202.1;28. Venda de mercadorias pelo sistema porta a porta;31.0;Malas e maletas de toucador;
28.032.00;9615;28. Venda de mercadorias pelo sistema porta a porta;32.0;"Pentes, travessas para cabelo e artigos semelhantes; grampos (alfinetes) para cabelo; pinças (“pinceguiches”), onduladores, bobs (rolos) e artefatos semelhantes para penteados, e suas partes";
28.033.00;3923.30.00;28. Venda de mercadorias pelo sistema porta a porta;33.0;Mamadeiras;
28.033.00;3924.10.00;28. Venda de mercadorias pelo sistema porta a porta;33.0;Mamadeiras;
28.033.00;3924.90.00;28. Venda de mercadorias pelo sistema porta a porta;33.0;Mamadeiras;
28.033.00;4014.90.90;28. Venda de mercadorias pelo sistema porta a porta;33.0;Mamadeiras;
28.033.00;7010.20.00;28. Venda de mercadorias pelo sistema porta a porta;33.0;Mamadeiras;
28.034.00;4014.90.90;28. Venda de mercadorias pelo sistema porta a porta;34.0;Chupetas e bicos para mamadeiras e para chupetas;
28.035.00;1211.90.90;28. Venda de mercadorias pelo sistema porta a porta;35.0;Outras plantas e partes, para perfumaria, medicina e semelhantes;
