CEST;NCM/SH;Segmento CEST;Item;Descrição CEST;Anexo XXVII
17.113.00;2202.99.00;17. Produtos alimentícios;113.0;Bebidas prontas à base de mate ou chá;Fabricados em escala industrial não relevante
17.114.00;2202.99.00;17. Produtos alimentícios;114.0;Bebidas prontas à base de café;Fabricados em escala industrial não relevante
17.115.00;2202.99.00;17. Produtos alimentícios;115.0;Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas;Fabricados em escala industrial não relevante
19.001.00;3213.10.00;19. Produtos de papelaria;1.0;Tinta guache;
19.002.00;3916.20.00;19. Produtos de papelaria;2.0;Espiral - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914;
19.003.00;3916.10.00;19. Produtos de papelaria;3.0;Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914;
19.003.00;3916.90;19. Produtos de papelaria;3.0;Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914;
19.004.00;3926.10.00;19. Produtos de papelaria;4.0;Artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos;
19.005.00;4202.1;19. Produtos de papelaria;5.0;Maletas e pastas para documentos e de estudante, e artefatos semelhantes;
19.005.00;4202.9;19. Produtos de papelaria;5.0;Maletas e pastas para documentos e de estudante, e artefatos semelhantes;
19.005.01;4202.1;19. Produtos de papelaria;5.1;Baús, malas e maletas para viagem;
19.005.01;4202.9;19. Produtos de papelaria;5.1;Baús, malas e maletas para viagem;
19.006.00;3926.90.90;19. Produtos de papelaria;6.0;Prancheta de plástico;
19.007.00;4802.20.90;19. Produtos de papelaria;7.0;Bobina para fax;
19.007.00;4811.90.90;19. Produtos de papelaria;7.0;Bobina para fax;
19.008.00;4802.54.9;19. Produtos de papelaria;8.0;Papel seda;
19.009.00;4802.54.99;19. Produtos de papelaria;9.0;Bobina para máquina de calcular, PDV ou equipamentos similares;
19.009.00;4802.57.99;19. Produtos de papelaria;9.0;Bobina para máquina de calcular, PDV ou equipamentos similares;
19.009.00;4816.20.00;19. Produtos de papelaria;9.0;Bobina para máquina de calcular, PDV ou equipamentos similares;
19.010.00;4802.56.9;19. Produtos de papelaria;10.0;"Cartolina escolar e papel cartão, brancos e coloridos, cortados em folhas em que um lado seja inferior ou igual a 500 mm e o outro inferior ou igual a 700 mm, quando não dobradas, e peso igual ou superior a 120g/m²; recados autoadesivos (LP note); papéis de presente; todos cortados em tamanho pronto para uso escolar e doméstico";
19.010.00;4802.57.9;19. Produtos de papelaria;10.0;"Cartolina escolar e papel cartão, brancos e coloridos, cortados em folhas em que um lado seja inferior ou igual a 500 mm e o outro inferior ou igual a 700 mm, quando não dobradas, e peso igual ou superior a 120g/m²; recados autoadesivos (LP note); papéis de presente; todos cortados em tamanho pronto para uso escolar e doméstico";
19.010.00;4802.58.9;19. Produtos de papelaria;10.0;"Cartolina escolar e papel cartão, brancos e coloridos, cortados em folhas em que um lado seja inferior ou igual a 500 mm e o outro inferior ou igual a 700 mm, quando não dobradas, e peso igual ou superior a 120g/m²; recados autoadesivos (LP note); papéis de presente; todos cortados em tamanho pronto para uso escolar e doméstico";
19.011.00;3703.10.10;19. Produtos de papelaria;11.0;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;
19.011.00;3703.10.29;19. Produtos de papelaria;11.0;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;
19.011.00;3703.20.00;19. Produtos de papelaria;11.0;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;
19.011.00;3703.90.10;19. Produtos de papelaria;11.0;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;
19.011.00;3704.00.00;19. Produtos de papelaria;11.0;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;
19.011.00;4802.20.00;19. Produtos de papelaria;11.0;Papel fotográfico, exceto: (i) os papéis fotográficos emulsionados com haleto de prata tipo brilhante, matte ou lustre, em rolo e, com largura igual ou superior a 102 mm e comprimento inferior ou igual a 350 m, (ii) os papéis fotográficos emulsionados com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou superior a 152 mm e comprimento inferior ou igual a 307 mm, (iii) papel de qualidade fotográfica com tecnologia “Thermo-autochrome”, que submetido a um processo de aquecimento seja capaz de formar imagens por reação química e combinação das camadas cyan, magenta e amarela;
19.012.00;4810.13.90;19. Produtos de papelaria;12.0;Papel almaço;
19.013.00;4816.90.10;19. Produtos de papelaria;13.0;Papel hectográfico;
19.014.00;3920.20.19;19. Produtos de papelaria;14.0;Papel celofane e tipo celofane;
19.015.00;4806.20.00;19. Produtos de papelaria;15.0;Papel impermeável;
19.016.00;4808.10.00;19. Produtos de papelaria;16.0;Papel crepon;
19.017.00;4810.22.90;19. Produtos de papelaria;17.0;Papel fantasia;
19.018.00;4809;19. Produtos de papelaria;18.0;Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas;
19.018.00;4816;19. Produtos de papelaria;18.0;Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação (incluídos os papéis para estênceis ou para chapas ofsete), estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas;
19.019.00;4817;19. Produtos de papelaria;19.0;Envelopes, aerogramas, bilhetes-postais não ilustrados e cartões para correspondência, de papel ou cartão, caixas, sacos e semelhantes, de papel ou cartão, contendo um sortido de artigos para correspondência;
19.020.00;4820.10.00;19. Produtos de papelaria;20.0;Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes;
19.021.00;4820.20.00;19. Produtos de papelaria;21.0;Cadernos;
19.022.00;4820.30.00;19. Produtos de papelaria;22.0;Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos;
19.023.00;4820.40.00;19. Produtos de papelaria;23.0;Formulários em blocos tipo “manifold”, mesmo com folhas intercaladas de papel-carbono;
19.024.00;4820.50.00;19. Produtos de papelaria;24.0;Álbuns para amostras ou para coleções;
19.025.00;4820.90.00;19. Produtos de papelaria;25.0;Pastas para documentos, outros artigos escolares, de escritório ou de papelaria, de papel ou cartão e capas para livros, de papel ou cartão;
19.026.00;4909.00.00;19. Produtos de papelaria;26.0;Cartões postais impressos ou ilustrados, cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações (conhecidos como cartões de expressão social - de época/sentimento);
19.027.00;9608.10.00;19. Produtos de papelaria;27.0;Canetas esferográficas;
19.028.00;9608.20.00;19. Produtos de papelaria;28.0;Canetas e marcadores, com ponta de feltro ou com outras pontas porosas;
19.029.00;9608.30.00;19. Produtos de papelaria;29.0;Canetas tinteiro;
19.030.00;9608;19. Produtos de papelaria;30.0;"Outras canetas; sortidos de canetas";
19.031.00;4802.56;19. Produtos de papelaria;31.0;Papel cortado “cutsize” (tipo A3, A4, ofício I e II, carta e outros);
19.032.00;5210.59.90;19. Produtos de papelaria;32.0;Papel camurça;
19.033.00;7607.11.90;19. Produtos de papelaria;33.0;Papel laminado e papel espelho;
20.001.00;1211.90.90;20. Produtos de perfumaria e de higiene pessoal e cosméticos;1.0;Henna (embalagens de conteúdo inferior ou igual a 200 g);
20.001.01;1211.90.90;20. Produtos de perfumaria e de higiene pessoal e cosméticos;1.1;Henna (embalagens de conteúdo superior a 200 g);
20.002.00;2712.10.00;20. Produtos de perfumaria e de higiene pessoal e cosméticos;2.0;Vaselina;
20.003.00;2814.20.00;20. Produtos de perfumaria e de higiene pessoal e cosméticos;3.0;Amoníaco em solução aquosa (amônia);
20.004.00;2847.00.00;20. Produtos de perfumaria e de higiene pessoal e cosméticos;4.0;Peróxido de hidrogênio, em embalagens de conteúdo inferior ou igual a 500 ml;
20.005.00;3006.70.00;20. Produtos de perfumaria e de higiene pessoal e cosméticos;5.0;Lubrificação íntima;
20.006.00;3301;20. Produtos de perfumaria e de higiene pessoal e cosméticos;6.0;"Óleos essenciais (desterpenados ou não), incluídos os chamados “concretos” ou “absolutos”; resinoides; oleorresinas de extração; soluções concentradas de óleos essenciais em gorduras, em óleos fixos, em ceras ou em matérias análogas, obtidas por tratamento de flores através de substâncias gordas ou por maceração; subprodutos terpênicos residuais da desterpenação dos óleos essenciais; águas destiladas aromáticas e soluções aquosas de óleos essenciais, em embalagens de conteúdo inferior ou igual a 500 ml";
20.007.00;3303.00.10;20. Produtos de perfumaria e de higiene pessoal e cosméticos;7.0;Perfumes (extratos);
20.008.00;3303.00.20;20. Produtos de perfumaria e de higiene pessoal e cosméticos;8.0;Águas-de-colônia;
20.009.00;3304.10.00;20. Produtos de perfumaria e de higiene pessoal e cosméticos;9.0;Produtos de maquilagem para os lábios;
20.010.00;3304.20.10;20. Produtos de perfumaria e de higiene pessoal e cosméticos;10.0;Sombra, delineador, lápis para sobrancelhas e rímel;
20.011.00;3304.20.90;20. Produtos de perfumaria e de higiene pessoal e cosméticos;11.0;Outros produtos de maquilagem para os olhos;
20.012.00;3304.30.00;20. Produtos de perfumaria e de higiene pessoal e cosméticos;12.0;Preparações para manicuros e pedicuros, incluindo removedores de esmalte à base de acetona;
20.013.00;3304.91.00;20. Produtos de perfumaria e de higiene pessoal e cosméticos;13.0;Pós, incluídos os compactos;
20.014.00;3304.99.10;20. Produtos de perfumaria e de higiene pessoal e cosméticos;14.0;Cremes de beleza, cremes nutritivos e loções tônicas;
